"%Acm. Venda","Código Produto","Produto : Empresa","Código Empresa","Embalagem Unitária","Itens (SKU)","Quantidade em Estoque","Quantidade Reservada","Quantidade Disponível","Valor Preço de Venda","%Partic. Pr.Vda","Preço Vda Unitário","Valor Custo Líquido","%Partic. Cto Liq.","Custo Liq. Unitário","Cto. Liq Unitário (Líquido de ICMS)","Cto. Liq Unitário (Líquido de ICMS) Total","Lucrat. Marg %","Lucratividade Unit.","Lucratividade Valor","%Partic. Lucrat.","% Mark Up","% Mark Down","Valor Custo Bruto","% Partic. Cto Bruto","Cto Bruto Unitário","Contribuição Valor","% Partic. Contrib.","Contrib. Marg %","Qtd. Pend. Ped.Compra","Qtd. Pend. Ped.Exped.","Média Vda/Dia","Dias de Estoque","Dias Ult. Entrada","Dias Ult. Entrada c/ Alt. Custo","Peso Bruto","%Partic. Peso Brt","Peso Líquido","Despesa Venda","Compror","Descontos Diversos","Descontos Transf. PIS","Descontos Transf. COFINS","Descontos Transf. IPI","Descontos Transf. Lucro","Descontos Transf. Verba","Descontos Transf. Diferença","Descontos Transferências","Descontos Totais","Comissão s/ Venda","Tot.Impostos s/ Venda","ICMS s/ Venda","PIS s/ Venda","COFINS s/ Venda","Outros Impostos","Código Acesso","Estq Emp","Custo Fiscal Unit.","Custo Fiscal Total","Despesa Fixa Unit.","Desconto Fixo Unit.","Despesa Fixa","Desconto Fixo","Descontos Transf. Rest.ICMS/ST","Quantidade Estoque Mínimo","Quantidade  Estoque Máximo","Quantidade  Dias Sem Vendas"
"98,70","17806","SUCO DE UVA AURORA 1L INTEGRAL : 501-MM SP","501","GA 1","1","54,000","0,000","54,000","813,78","0,00","15,07","751,93","0,00","13,9245","13,0000","701,87","-7,40","-1,12","-60,21","0,01","8,23","7,60","751,93","0,00","13,9245","45,58","0,00","5,60","0,000","0,000","55,600","0,97","28,0","66,0","80,784","0,00","80,784","105,79","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","16,28","0,00","0,00","13,43","61,85","0,00","7891141024221","54,000","12,17","657,31","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","24"
"98,71","117362","SUCO DE UVA AURORA 1L. ORGANICO : 501-MM SP","501","UN 1","1","210,000","0,000","210,000","4.116,00","0,01","19,60","3.294,98","0,01","15,6904","14,6400","3.073,65","4,95","0,97","203,62","-0,02","24,92","19,95","3.294,98","0,01","15,6904","738,70","0,01","17,95","0,000","0,000","10,000","21,00","24,0","24,0","324,450","0,01","210,000","535,08","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","82,32","0,00","0,00","67,91","312,82","0,00","7891141033971","210,000","14,51","3.047,16","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"98,72","120114","SUCO DE UVA AURORA 200ML INTEGRAL TP TINTO : 501-MM SP","501","UN 1","1","1.608,000","0,000","1.608,000","7.059,12","0,01","4,39","6.051,90","0,01","3,7636","3,5200","5.663,43","-0,73","-0,03","-51,65","0,00","16,64","14,27","6.051,90","0,01","3,7636","866,04","0,02","12,27","0,000","0,000","30,000","53,60","28,0","66,0","369,840","0,01","321,600","917,69","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","141,18","0,00","0,00","116,48","536,49","0,00","7891141029318","1.608,000","3,56","5.718,69","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","22"
"98,73","117101","SUCO DE UVA AURORA 269ML GASEIFICADO : 501-MM SP","501","UN 1","1","624,000","0,000","624,000","3.388,32","0,01","5,43","2.787,16","0,01","4,4666","4,1700","2.601,28","2,74","0,15","92,91","-0,01","21,57","17,74","2.787,16","0,01","4,4666","533,39","0,01","15,74","0,000","0,000","11,000","56,73","66,0","66,0","190,320","0,01","167,856","440,48","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","67,77","0,00","0,00","55,91","257,51","0,00","7891141035197","624,000","4,31","2.692,01","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","22"
"98,74","122707","SUCO DE UVA AURORA 300ML INTEGRAL : 501-MM SP","501","UN 1","1","432,000","0,000","432,000","3.322,08","0,01","7,69","2.659,99","0,01","6,1574","5,7500","2.482,14","5,93","0,46","197,00","-0,02","24,89","19,93","2.659,99","0,01","6,1574","628,87","0,01","18,93","0,000","0,000","6,000","72,00","66,0","66,0","667,440","0,02","432,000","431,87","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","33,22","0,00","0,00","54,81","252,48","0,00","7891141025631","432,000","5,82","2.514,54","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","23"
"98,76","23163","SUCO DE UVA AURORA 500ML INTEGRAL : 501-MM SP","501","GA 1","1","684,000","0,000","684,000","7.202,52","0,02","10,53","5.766,01","0,01","8,4298","7,8700","5.380,50","4,94","0,52","356,13","-0,03","24,91","19,94","5.766,01","0,01","8,4298","1.292,46","0,02","17,94","0,000","0,000","14,400","47,50","66,0","66,0","0,684","0,00","0,684","936,33","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","144,05","0,00","0,00","118,84","547,39","0,00","7891141007477","684,000","8,08","5.526,46","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"98,77","17805","SUCO DE UVA CASA DE BENTO 1L NATURAL : 501-MM SP","501","GA 1","1","216,000","0,000","216,000","4.276,80","0,01","19,80","3.419,54","0,01","15,8312","14,7700","3.190,97","5,04","1,00","215,74","-0,02","25,07","20,04","3.419,54","0,01","15,8312","771,72","0,01","18,04","0,000","0,000","4,200","51,43","13,0","66,0","333,720","0,01","333,720","555,98","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","85,54","0,00","0,00","70,57","325,04","0,00","7891141023910","216,000","13,97","3.017,52","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","28"
"98,77","39104","SUCO JUXX 1LT CRANB/MOR.ZERO : 501-MM SP","501","GA 1","1","0,960","0,000","0,960","10,08","0,00","10,50","8,16","0,00","8,4967","7,8300","7,52","4,08","0,43","0,41","0,00","23,58","19,08","8,16","0,00","8,4967","1,72","0,00","17,08","0,000","0,000","14,933","0,06","384,0","694,0","1,013","0,00","1,013","1,31","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,20","0,00","0,00","0,17","0,77","0,00","7898911931338","0,960","7,68","7,37","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","622"
"98,78","120407","SUCO TIAL 100% 1L GOIABA E MACA : 501-MM SP","501","UN 1","1","504,000","0,000","504,000","4.819,08","0,01","9,56","3.859,05","0,01","7,6568","7,1200","3.588,69","4,92","0,47","237,17","-0,02","24,88","19,92","3.859,05","0,01","7,6568","863,65","0,02","17,92","0,000","0,000","5,600","90,00","45,0","45,0","565,992","0,02","565,992","626,48","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","96,38","0,00","0,00","79,51","366,25","0,00","7896005310359","504,000","7,13","3.594,88","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","41"
"98,80","120411","SUCO TIAL 100% 1L LARANJA : 501-MM SP","501","UN 1","1","828,000","0,000","828,000","7.917,06","0,02","9,56","6.339,87","0,02","7,6568","7,1200","5.895,71","4,92","0,47","389,63","-0,04","24,88","19,92","6.339,87","0,02","7,6568","1.418,85","0,03","17,92","0,000","0,000","14,200","58,31","93,0","181,0","929,844","0,03","929,844","1.029,22","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","158,34","0,00","0,00","130,63","601,70","0,00","7896005310663","828,000","6,51","5.389,83","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","17"
"98,82","122591","SUCO TIAL 100% 1L MACA : 501-MM SP","501","UN 1","1","1.020,000","0,000","1.020,000","9.752,90","0,02","9,56","7.809,98","0,02","7,6568","7,1200","7.262,83","4,92","0,47","479,98","-0,04","24,88","19,92","7.809,98","0,02","7,6568","1.747,86","0,03","17,92","0,000","0,000","21,800","46,79","45,0","45,0","1.145,460","0,03","1.145,460","1.267,88","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","195,06","0,00","0,00","160,92","741,22","0,00","7896005310243","1.020,000","7,13","7.275,36","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","17"
"98,83","120408","SUCO TIAL 100% 1L MANGA : 501-MM SP","501","UN 1","1","516,000","0,000","516,000","4.933,82","0,01","9,56","3.950,93","0,01","7,6568","7,1200","3.674,14","4,92","0,47","242,81","-0,02","24,88","19,92","3.950,93","0,01","7,6568","884,21","0,02","17,92","0,000","0,000","5,600","92,14","49,0","49,0","579,468","0,02","579,468","641,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","98,68","0,00","0,00","81,41","374,97","0,00","7896005310366","516,000","7,13","3.680,47","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","34"
"98,84","120409","SUCO TIAL 100% 1L MORANGO E MACA : 501-MM SP","501","UN 1","1","516,000","0,000","516,000","4.933,82","0,01","9,56","3.950,93","0,01","7,6568","7,1200","3.674,14","4,92","0,47","242,81","-0,02","24,88","19,92","3.950,93","0,01","7,6568","884,21","0,02","17,92","0,000","0,000","2,600","198,46","93,0","181,0","579,468","0,02","579,468","641,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","98,68","0,00","0,00","81,41","374,97","0,00","7896005311653","516,000","7,13","3.680,48","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","27"
"98,85","120410","SUCO TIAL 100% 1L PESSEGO : 501-MM SP","501","UN 1","1","468,000","0,000","468,000","4.474,86","0,01","9,56","3.583,40","0,01","7,6568","7,1200","3.332,36","4,92","0,47","220,23","-0,02","24,88","19,92","3.583,40","0,01","7,6568","801,96","0,01","17,92","0,000","0,000","2,200","212,73","49,0","49,0","525,564","0,02","525,564","581,73","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","89,50","0,00","0,00","73,84","340,09","0,00","7896005310373","468,000","7,13","3.338,11","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","34"
"98,86","120416","SUCO TIAL 100% 1L UVA : 501-MM SP","501","UN 1","1","708,000","0,000","708,000","6.769,66","0,01","9,56","5.421,05","0,01","7,6568","7,1200","5.041,26","4,92","0,47","333,16","-0,03","24,88","19,92","5.421,05","0,01","7,6568","1.213,22","0,02","17,92","0,000","0,000","13,800","51,30","20,0","181,0","795,084","0,02","795,084","880,06","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","135,39","0,00","0,00","111,70","514,49","0,00","7896005310236","708,000","7,13","5.049,96","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","49"
"98,86","120400","SUCO TIAL 100% 330ML GOIABA E MAÇA : 501-MM SP","501","UN 1","1","576,000","0,000","576,000","2.062,08","0,00","3,58","1.762,95","0,00","3,0607","2,8500","1.639,63","-0,49","-0,02","-10,18","0,00","16,97","14,51","1.762,95","0,00","3,0607","257,89","0,00","12,51","0,000","0,000","0,600","960,00","44,0","45,0","209,664","0,01","209,664","268,07","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","41,24","0,00","0,00","34,02","156,72","0,00","7896005310410","576,000","2,85","1.639,63","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","41"
"98,86","120402","SUCO TIAL 100% 330ML MACA : 501-MM SP","501","UN 1","1","552,000","0,000","552,000","1.976,16","0,00","3,58","1.689,49","0,00","3,0607","2,8500","1.571,32","-0,49","-0,02","-9,76","0,00","16,97","14,51","1.689,49","0,00","3,0607","247,15","0,00","12,51","0,000","0,000","1,200","460,00","45,0","45,0","200,928","0,01","200,928","256,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","39,52","0,00","0,00","32,61","150,19","0,00","7896005310182","552,000","2,85","1.571,31","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","20"
"98,86","120403","SUCO TIAL 100% 330ML MANGA E MACA : 501-MM SP","501","UN 1","1","540,000","0,000","540,000","1.933,20","0,00","3,58","1.652,76","0,00","3,0607","2,8500","1.537,16","-0,49","-0,02","-9,54","0,00","16,97","14,51","1.652,76","0,00","3,0607","241,77","0,00","12,51","0,000","0,000","0,400","1.350,00","28,0","45,0","196,560","0,01","196,560","251,32","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","38,66","0,00","0,00","31,90","146,92","0,00","7896005310427","540,000","2,85","1.537,15","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","41"
"98,86","122588","SUCO TIAL 100% 330ML PESSEGO : 501-MM SP","501","UN 1","1","516,000","0,000","516,000","1.847,28","0,00","3,58","1.579,31","0,00","3,0607","2,8500","1.468,84","-0,49","-0,02","-9,12","0,00","16,97","14,51","1.579,31","0,00","3,0607","231,03","0,00","12,51","0,000","0,000","1,800","286,67","44,0","45,0","187,824","0,01","187,824","240,15","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","36,95","0,00","0,00","30,48","140,39","0,00","7896005310434","516,000","2,85","1.468,84","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","20"
"98,87","120401","SUCO TIAL 100% 330ML UVA : 501-MM SP","501","UN 1","1","828,000","0,000","828,000","2.964,24","0,01","3,58","2.534,24","0,01","3,0607","2,8500","2.356,97","-0,49","-0,02","-14,63","0,00","16,97","14,51","2.534,24","0,01","3,0607","370,72","0,01","12,51","0,000","0,000","3,000","276,00","51,0","181,0","301,392","0,01","301,392","385,35","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","59,28","0,00","0,00","48,91","225,28","0,00","7896005310168","828,000","2,85","2.356,98","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","20"
"98,87","122608","SUCO TIAL MARIA CLARA 100% 200ML LARANJA : 501-MM SP","501","UN 1","1","936,000","0,000","936,000","2.329,08","0,00","2,49","1.810,68","0,00","1,9345","1,8000","1.681,92","7,26","0,18","169,04","-0,02","28,63","22,26","1.810,68","0,00","1,9345","471,82","0,01","20,26","0,000","0,000","2,400","390,00","20,0","181,0","214,344","0,01","214,344","302,78","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","46,58","0,00","0,00","38,43","177,01","0,00","7896005311646","936,000","1,67","1.562,51","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","35"
"98,88","122607","SUCO TIAL MARIA CLARA 100% 200ML MACA : 501-MM SP","501","UN 1","1","1.008,000","0,000","1.008,000","2.508,24","0,01","2,49","1.949,96","0,00","1,9345","1,8000","1.811,29","7,26","0,18","182,04","-0,02","28,63","22,26","1.949,96","0,00","1,9345","508,11","0,01","20,26","0,000","0,000","41,200","24,47","45,0","45,0","230,832","0,01","230,832","326,07","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","50,16","0,00","0,00","41,39","190,63","0,00","7896005310601","1.008,000","1,83","1.843,81","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","37"
"98,89","120406","SUCO TIAL MARIA CLARA 100% 200ML MORANGO E MACA : 501-MM SP","501","UN 1","1","1.056,000","0,000","1.056,000","2.627,68","0,01","2,49","2.042,82","0,00","1,9345","1,8000","1.897,55","7,26","0,18","190,71","-0,02","28,63","22,26","2.042,82","0,00","1,9345","532,31","0,01","20,26","0,000","0,000","17,200","61,40","63,0","181,0","241,824","0,01","241,824","341,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","52,55","0,00","0,00","43,36","199,70","0,00","7896005310885","1.056,000","1,83","1.931,61","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","45"
"98,90","120404","SUCO TIAL MARIA CLARA 100% 200ML PESSEGO E MACA : 501-MM SP","501","UN 1","1","1.008,000","0,000","1.008,000","2.508,24","0,01","2,49","1.949,96","0,00","1,9345","1,8000","1.811,29","7,26","0,18","182,04","-0,02","28,63","22,26","1.949,96","0,00","1,9345","508,11","0,01","20,26","0,000","0,000","17,200","58,60","20,0","20,0","230,832","0,01","230,832","326,07","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","50,16","0,00","0,00","41,39","190,63","0,00","7896005310397","1.008,000","1,83","1.843,81","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","45"
"98,91","120405","SUCO TIAL MARIA CLARA 100% 200ML UVA E MACA : 501-MM SP","501","UN 1","1","1.008,000","0,000","1.008,000","2.508,24","0,01","2,49","1.949,96","0,00","1,9345","1,8000","1.811,29","7,26","0,18","182,04","-0,02","28,63","22,26","1.949,96","0,00","1,9345","508,11","0,01","20,26","0,000","0,000","17,200","58,60","63,0","181,0","230,832","0,01","230,832","326,07","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","50,16","0,00","0,00","41,39","190,63","0,00","7896005310403","1.008,000","1,83","1.843,81","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","45"
"98,92","4451","TEMP. ARISCO 300G ALHO/SAL : 501-MM SP","501","PO 1","1","1.056,000","0,000","1.056,000","6.262,08","0,01","5,93","4.792,90","0,01","4,5387","4,2300","4.467,61","2,46","0,15","154,14","-0,01","30,65","23,46","4.792,90","0,01","4,5387","1.343,94","0,02","21,46","0,000","0,000","88,000","12,00","29,0","29,0","348,480","0,01","348,480","1.189,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","125,24","0,00","0,00","103,32","475,92","0,00","7891700012102","1.056,000","4,20","4.432,68","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"98,94","4453","TEMP. ARISCO 300G COMPLETO : 501-MM SP","501","PO 1","1","1.824,000","0,000","1.824,000","10.816,32","0,02","5,93","8.278,65","0,02","4,5387","4,2300","7.716,79","2,46","0,15","266,24","-0,02","30,65","23,46","8.278,65","0,02","4,5387","2.321,34","0,04","21,46","0,000","0,000","108,000","16,89","29,0","29,0","601,920","0,02","601,920","2.055,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","216,33","0,00","0,00","178,47","822,04","0,00","7891700011006","1.824,000","4,20","7.657,87","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"98,95","4457","TEMP. ARISCO 300G S/PIMENTA : 501-MM SP","501","PO 1","1","936,000","0,000","936,000","5.550,48","0,01","5,93","4.248,26","0,01","4,5387","4,2300","3.959,93","2,46","0,15","136,62","-0,01","30,65","23,46","4.248,26","0,01","4,5387","1.191,22","0,02","21,46","0,000","0,000","102,000","9,18","29,0","29,0","308,880","0,01","308,880","1.054,59","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","111,01","0,00","0,00","91,58","421,84","0,00","7891700011204","936,000","4,20","3.935,07","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"98,95","101040","TEMP. KNORR 40G IDEAL PARA CARNE : 501-MM SP","501","UN 1","1","12,000","0,000","12,000","49,56","0,00","4,13","39,14","0,00","3,2615","2,9600","35,56","0,53","0,02","0,26","0,00","26,63","21,03","39,14","0,00","3,2615","9,43","0,00","19,03","0,000","0,000","31,300","0,38","496,0","496,0","0,720","0,00","0,720","9,17","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,99","0,00","0,00","0,82","3,77","0,00","7891150051997","12,000","2,96","35,56","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","675"
"99,15","118821","TEMP. KNORR MEU ASSADO 23G CAIPIRA : 501-MM SP","501","UN 1","1","17.550,000","0,000","17.550,000","92.839,50","0,20","5,29","77.299,03","0,19","4,4045","4,1100","72.108,90","-3,76","-0,20","-3.491,63","0,32","20,10","16,74","77.299,03","0,19","4,4045","13.683,68","0,24","14,74","0,000","0,000","329,250","53,30","10,0","29,0","649,350","0,02","649,350","17.175,31","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.856,79","0,00","0,00","1.531,85","7.055,80","0,00","7891150083707","17.550,000","4,06","71.213,69","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"99,26","119036","TEMP. KNORR MEU ASSADO 25G CASEIRO : 501-MM SP","501","UN 1","1","9.330,000","0,000","9.330,000","50.288,70","0,11","5,39","40.902,98","0,10","4,3840","4,0900","38.131,59","-1,84","-0,10","-923,46","0,08","22,95","18,66","40.902,98","0,10","4,3840","8.379,94","0,15","16,66","0,000","0,000","267,750","34,85","2,0","29,0","373,200","0,01","373,200","9.303,41","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.005,77","0,00","0,00","829,76","3.821,94","0,00","7891150083714","9.330,000","4,05","37.781,71","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"99,34","117172","TEMP. KNORR MEU ASSADO 25G CEB/ALHO. : 501-MM SP","501","UN 1","1","7.290,000","0,000","7.290,000","38.272,50","0,08","5,25","31.391,70","0,08","4,3061","3,9900","29.062,99","-2,52","-0,13","-965,06","0,09","21,92","17,98","31.391,70","0,08","4,3061","6.115,35","0,11","15,98","0,000","0,000","404,250","18,03","10,0","10,0","291,600","0,01","291,600","7.080,41","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","765,45","0,00","0,00","631,50","2.908,71","0,00","7891150083721","7.290,000","4,06","29.582,68","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"99,43","119035","TEMP. KNORR MEU ASSADO 25G LIMAO/OREG. : 501-MM SP","501","UN 1","1","8.355,000","0,000","8.355,000","45.033,45","0,09","5,39","36.628,55","0,09","4,3840","4,0900","34.146,78","-1,84","-0,10","-826,96","0,07","22,95","18,66","36.628,55","0,09","4,3840","7.504,23","0,13","16,66","0,000","0,000","318,250","26,25","7,0","10,0","334,200","0,01","334,200","8.331,19","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","900,67","0,00","0,00","743,05","3.422,54","0,00","7891150083691","8.355,000","4,06","33.888,97","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"99,44","117796","TEMP.ARISCO 50G CARNE : 501-MM SP","501","UN 1","1","1.014,000","0,000","1.014,000","5.171,40","0,01","5,10","4.113,14","0,01","4,0564","3,7700","3.818,41","-0,54","-0,03","-27,74","0,00","25,73","20,46","4.113,14","0,01","4,0564","954,83","0,02","18,46","0,000","0,000","11,500","88,17","29,0","29,0","65,910","0,00","65,910","982,57","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","103,43","0,00","0,00","85,33","393,03","0,00","7891150088658","1.014,000","3,76","3.811,03","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","7"
"99,44","117797","TEMP.ARISCO 50G FRANGO : 501-MM SP","501","UN 1","1","90,000","0,000","90,000","459,00","0,00","5,10","365,07","0,00","4,0564","3,7700","338,91","-0,54","-0,03","-2,46","0,00","25,73","20,46","365,07","0,00","4,0564","84,75","0,00","18,46","0,000","0,000","6,950","12,95","29,0","29,0","5,850","0,00","5,850","87,21","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","9,18","0,00","0,00","7,57","34,88","0,00","7891150088665","90,000","3,77","339,22","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","30"
"99,44","122435","TEMP.KITANO 15G OREGANO : 501-MM SP","501","UN 1","1","356,000","0,000","356,000","1.406,20","0,00","3,95","1.010,11","0,00","2,8374","2,2900","813,57","13,17","0,52","185,16","-0,02","39,21","28,17","1.010,11","0,00","2,8374","367,96","0,01","26,17","0,000","0,000","3,850","92,47","66,0","210,0","6,764","0,00","5,340","182,81","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","28,12","0,00","253,12","23,20","106,87","0,00","7891095156412","356,000","2,19","779,34","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","20"
