"%Acm. Venda","Código Produto","Produto : Empresa","Código Empresa","Embalagem Unitária","Itens (SKU)","Quantidade em Estoque","Quantidade Reservada","Quantidade Disponível","Valor Preço de Venda","%Partic. Pr.Vda","Preço Vda Unitário","Valor Custo Líquido","%Partic. Cto Liq.","Custo Liq. Unitário","Cto. Liq Unitário (Líquido de ICMS)","Cto. Liq Unitário (Líquido de ICMS) Total","Lucrat. Marg %","Lucratividade Unit.","Lucratividade Valor","%Partic. Lucrat.","% Mark Up","% Mark Down","Valor Custo Bruto","% Partic. Cto Bruto","Cto Bruto Unitário","Contribuição Valor","% Partic. Contrib.","Contrib. Marg %","Qtd. Pend. Ped.Compra","Qtd. Pend. Ped.Exped.","Média Vda/Dia","Dias de Estoque","Dias Ult. Entrada","Dias Ult. Entrada c/ Alt. Custo","Peso Bruto","%Partic. Peso Brt","Peso Líquido","Despesa Venda","Compror","Descontos Diversos","Descontos Transf. PIS","Descontos Transf. COFINS","Descontos Transf. IPI","Descontos Transf. Lucro","Descontos Transf. Verba","Descontos Transf. Diferença","Descontos Transferências","Descontos Totais","Comissão s/ Venda","Tot.Impostos s/ Venda","ICMS s/ Venda","PIS s/ Venda","COFINS s/ Venda","Outros Impostos","Código Acesso","Estq Emp","Custo Fiscal Unit.","Custo Fiscal Total","Despesa Fixa Unit.","Desconto Fixo Unit.","Despesa Fixa","Desconto Fixo","Descontos Transf. Rest.ICMS/ST","Quantidade Estoque Mínimo","Quantidade  Estoque Máximo","Quantidade  Dias Sem Vendas"
"96,03","115373","SH SEDA 325ML COLAGENO VITAMINA C : 501-MM SP","501","FR 1","1","4.129,000","0,000","4.129,000","27.870,75","0,06","6,75","24.992,75","0,06","6,0530","6,0500","24.992,75","-4,67","-0,32","-1.302,62","0,12","11,52","10,33","24.992,75","0,06","6,0530","2.320,58","0,04","8,33","0,000","0,000","286,050","14,43","3,0","3,0","1.569,020","0,05","1.569,020","3.623,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","557,42","0,00","0,00","0,00","0,00","0,00","7891150080089","4.129,000","6,39","26.398,96","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"96,12","84506","SH SEDA 325ML CRESPO FORCE : 501-MM SP","501","FR 1","1","6.507,000","0,000","6.507,000","43.922,25","0,09","6,75","39.386,74","0,10","6,0530","6,0500","39.386,74","-4,67","-0,32","-2.052,83","0,19","11,52","10,33","39.386,74","0,10","6,0530","3.657,06","0,06","8,33","0,000","0,000","173,150","37,58","3,0","3,0","2.472,660","0,07","2.472,660","5.709,89","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","878,45","0,00","0,00","0,00","0,00","0,00","7891150037472","6.507,000","6,40","41.612,45","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"96,19","84505","SH SEDA 325ML FRUTAS VERMELHAS E GENGIBRE : 501-MM SP","501","FR 1","1","4.591,000","0,000","4.591,000","30.989,25","0,07","6,75","27.789,23","0,07","6,0530","6,0500","27.789,23","-4,67","-0,32","-1.448,37","0,13","11,52","10,33","27.789,23","0,07","6,0530","2.580,23","0,05","8,33","0,000","0,000","267,000","17,19","35,0","51,0","1.744,580","0,05","1.744,580","4.028,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","619,79","0,00","0,00","0,00","0,00","0,00","7891150037601","4.591,000","6,55","30.065,35","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","27"
"96,40","84508","SH SEDA 325ML LISO EXTREMO : 501-MM SP","501","FR 1","1","14.531,000","0,000","14.531,000","98.084,25","0,21","6,75","87.955,85","0,21","6,0530","6,0500","87.955,85","-4,67","-0,32","-4.584,24","0,41","11,52","10,33","87.955,85","0,21","6,0530","8.166,71","0,14","8,33","0,000","0,000","774,400","18,76","1,0","10,0","5.521,780","0,17","5.521,780","12.750,95","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","1.961,69","0,00","0,00","0,00","0,00","0,00","7891150037502","14.531,000","6,41","93.073,86","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"96,61","84509","SH SEDA 325ML LISO PERFEITO : 501-MM SP","501","FR 1","1","14.599,000","0,000","14.599,000","98.543,25","0,21","6,75","88.367,46","0,22","6,0530","6,0500","88.367,46","-4,67","-0,32","-4.605,69","0,42","11,52","10,33","88.367,46","0,22","6,0530","8.204,93","0,14","8,33","0,000","0,000","868,750","16,80","6,0","10,0","5.547,620","0,17","5.547,620","12.810,62","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","1.970,87","0,00","0,00","0,00","0,00","0,00","7891150037519","14.599,000","6,43","93.886,49","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"96,65","84504","SH SEDA 325ML MEL E OLEOS ANTIQUEBRA : 501-MM SP","501","FR 1","1","2.468,000","0,000","2.468,000","16.659,00","0,04","6,75","14.938,75","0,04","6,0530","6,0500","14.938,75","-4,67","-0,32","-778,60","0,07","11,52","10,33","14.938,75","0,04","6,0530","1.387,07","0,02","8,33","0,000","0,000","358,200","6,89","20,0","157,0","937,840","0,03","937,840","2.165,67","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","333,18","0,00","0,00","0,00","0,00","0,00","7891150037588","2.468,000","6,00","14.816,89","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","73"
"96,69","110479","SH SEDA 325ML MICELAR HIALURONICO : 501-MM SP","501","FR 1","1","3.094,000","0,000","3.094,000","20.884,50","0,04","6,75","18.727,92","0,05","6,0530","6,0500","18.727,92","-4,67","-0,32","-976,10","0,09","11,52","10,33","18.727,92","0,05","6,0530","1.738,89","0,03","8,33","0,000","0,000","245,150","12,62","42,0","157,0","1.175,720","0,04","1.175,720","2.714,99","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","417,69","0,00","0,00","0,00","0,00","0,00","7891150063440","3.094,000","6,02","18.612,35","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","49"
"96,83","84510","SH SEDA 325ML OLEO HIDRATACAO : 501-MM SP","501","FR 1","1","9.769,000","0,000","9.769,000","65.940,75","0,14","6,75","59.131,56","0,14","6,0530","6,0500","59.131,56","-4,67","-0,32","-3.081,92","0,28","11,52","10,33","59.131,56","0,14","6,0530","5.490,37","0,10","8,33","0,000","0,000","269,550","36,24","3,0","3,0","3.712,220","0,11","3.712,220","8.572,30","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","1.318,82","0,00","0,00","0,00","0,00","0,00","7891150037540","9.769,000","6,46","63.138,40","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"96,84","120239","SH SEDA 325ML PREBIOTICOS + BIOTINA : 501-MM SP","501","FR 1","1","745,000","0,000","745,000","5.028,75","0,01","6,75","4.509,47","0,01","6,0530","6,0500","4.509,47","-4,67","-0,32","-235,03","0,02","11,52","10,33","4.509,47","0,01","6,0530","418,70","0,01","8,33","0,000","0,000","196,400","3,79","3,0","3,0","283,100","0,01","283,100","653,74","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,58","0,00","0,00","0,00","0,00","0,00","7891150091467","745,000","6,39","4.759,14","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"96,99","84512","SH SEDA 325ML PRETO LUMINOSO : 501-MM SP","501","FR 1","1","10.900,000","0,000","10.900,000","73.575,00","0,15","6,75","65.977,48","0,16","6,0530","6,0500","65.977,48","-4,67","-0,32","-3.438,73","0,31","11,52","10,33","65.977,48","0,16","6,0530","6.126,02","0,11","8,33","0,000","0,000","507,200","21,49","3,0","3,0","4.142,000","0,13","4.142,000","9.564,75","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","1.471,50","0,00","0,00","0,00","0,00","0,00","7891150037526","10.900,000","6,44","70.248,78","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"97,15","84516","SH SEDA 325ML RESTAURACAO : 501-MM SP","501","FR 1","1","11.249,000","0,000","11.249,000","75.930,75","0,16","6,75","68.089,97","0,17","6,0530","6,0500","68.089,97","-4,67","-0,32","-3.548,83","0,32","11,52","10,33","68.089,97","0,17","6,0530","6.322,16","0,11","8,33","0,000","0,000","387,700","29,01","17,0","48,0","4.274,620","0,13","4.274,620","9.871,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","1.518,62","0,00","0,00","0,00","0,00","0,00","7891150037571","11.249,000","6,96","78.318,55","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","21"
"97,39","84514","SH SEDA 325ML SOS CERAMIDAS : 501-MM SP","501","FR 1","1","17.046,999","0,000","17.046,999","115.067,24","0,24","6,75","103.185,14","0,25","6,0530","6,0500","103.185,14","-4,67","-0,32","-5.377,99","0,49","11,52","10,33","103.185,14","0,25","6,0530","9.580,75","0,17","8,33","0,000","0,000","871,600","19,56","6,0","6,0","6.477,860","0,20","6.477,860","14.958,74","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","2.301,34","0,00","0,00","0,00","0,00","0,00","7891150037397","17.046,999","6,44","109.726,66","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"97,39","92865","SH SEDA 325ML+COND 325ML CACHOS DEFINIDO : 501-MM SP","501","CJ 1","1","1,000","0,000","1,000","13,00","0,00","13,00","15,00","0,00","15,0004","15,0000","15,00","-30,39","-3,95","-3,95","0,00","-13,34","-15,39","15,00","0,00","15,0004","-2,26","0,00","-17,39","0,000","0,000","139,533","0,01","98,0","161,0","0,773","0,00","0,773","1,69","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,26","0,00","0,00","0,00","0,00","0,00","7891150044647","1,000","14,84","14,84","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","140"
"97,39","119558","SH SEDA 325ML+COND 325ML COLAGENO+VITAMINA C : 501-MM SP","501","CJ 1","1","1,000","0,000","1,000","13,00","0,00","13,00","15,00","0,00","15,0004","15,0000","15,00","-30,39","-3,95","-3,95","0,00","-13,34","-15,39","15,00","0,00","15,0004","-2,26","0,00","-17,39","0,000","0,000","116,217","0,01","17,0","185,0","0,773","0,00","0,773","1,69","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,26","0,00","0,00","0,00","0,00","0,00","7891150084780","1,000","14,60","14,60","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","153"
"97,39","92863","SH SEDA 325ML+COND 325ML SOS CERAMIDAS : 501-MM SP","501","CJ 1","1","1,000","0,000","1,000","13,00","0,00","13,00","15,00","0,00","15,0004","15,0000","15,00","-30,39","-3,95","-3,95","0,00","-13,34","-15,39","15,00","0,00","15,0004","-2,26","0,00","-17,39","0,000","0,000","203,550","0,00","98,0","161,0","0,773","0,00","0,773","1,69","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,26","0,00","0,00","0,00","0,00","0,00","7891150043084","1,000","14,89","14,89","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","139"
"97,39","116084","SH SEDA JUNTINHOS 300ML BRILHO ENCANTADO FROZEN : 501-MM SP","501","UN 1","1","8,000","0,000","8,000","54,32","0,00","6,79","48,37","0,00","6,0467","6,0500","48,37","-4,05","-0,28","-2,20","0,00","12,29","10,95","48,37","0,00","6,0467","4,86","0,00","8,95","0,000","0,000","121,200","0,07","21,0","21,0","2,848","0,00","2,848","7,06","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,09","0,00","0,00","0,00","0,00","0,00","7891150083561","8,000","6,41","51,30","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"97,39","116085","SH SEDA JUNTINHOS 300ML CACHOS ENCANTADOS MOANA : 501-MM SP","501","UN 1","1","1,000","0,000","1,000","6,79","0,00","6,79","6,05","0,00","6,0467","6,0500","6,05","-4,05","-0,28","-0,28","0,00","12,29","10,95","6,05","0,00","6,0467","0,61","0,00","8,95","0,000","0,000","115,900","0,01","21,0","21,0","0,356","0,00","0,356","0,88","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,14","0,00","0,00","0,00","0,00","0,00","7891150083585","1,000","6,41","6,41","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"97,39","116086","SH SEDA JUNTINHOS 300ML CRESPOS ENCANTADOS TIANA : 501-MM SP","501","UN 1","1","3,000","0,000","3,000","20,37","0,00","6,79","18,14","0,00","6,0467","6,0500","18,14","-4,05","-0,28","-0,83","0,00","12,29","10,95","18,14","0,00","6,0467","1,82","0,00","8,95","0,000","0,000","87,750","0,03","3,0","3,0","1,068","0,00","1,068","2,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,41","0,00","0,00","0,00","0,00","0,00","7891150083592","3,000","6,40","19,20","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"97,39","117746","SH SEDA JUNTINHOS 300ML SPIDER MAN SUPER LIMPEZA : 501-MM SP","501","UN 1","1","2,000","0,000","2,000","13,58","0,00","6,79","12,09","0,00","6,0467","6,0500","12,09","-4,05","-0,28","-0,55","0,00","12,29","10,95","12,09","0,00","6,0467","1,22","0,00","8,95","0,000","0,000","144,600","0,01","356,0","471,0","0,712","0,00","0,712","1,77","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,27","0,00","0,00","0,00","0,00","0,00","7891150088634","2,000","6,15","12,30","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","442"
"97,39","91190","SH SUAVE 325ML MEL AMENDOAS : 501-MM SP","501","FR 1","1","0,999","0,000","0,999","5,99","0,00","6,00","4,94","0,00","4,9410","4,9400","4,94","2,65","0,16","0,16","0,00","21,43","17,65","4,94","0,00","4,9410","0,94","0,00","15,65","0,000","0,000","42,000","0,02","498,0","498,0","0,366","0,00","0,366","0,78","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,12","0,00","0,00","0,00","0,00","0,00","7891150042278","0,999","4,47","4,46","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","650"
"97,39","116095","SH SUAVE MEN 325ML MEN FRESH : 501-MM SP","501","UN 1","1","12,000","0,000","12,000","72,00","0,00","6,00","68,60","0,00","5,7170","5,7200","68,60","-10,28","-0,62","-7,40","0,00","4,95","4,72","68,60","0,00","5,7170","1,96","0,00","2,72","0,000","0,000","23,950","0,50","98,0","766,0","4,704","0,00","4,704","9,36","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,44","0,00","0,00","0,00","0,00","0,00","7891150074071","12,000","5,72","68,62","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","640"
"97,41","122528","SH TRESEMME 350ML+ COND 175ML BLINDAGEM ANTIFRIZZ : 501-MM SP","501","CJ 1","1","573,000","0,000","573,000","10.600,50","0,02","18,50","8.552,06","0,02","14,9251","14,9300","8.552,06","4,32","0,80","458,36","-0,04","23,95","19,32","8.552,06","0,02","14,9251","1.836,43","0,03","17,32","0,000","0,000","52,917","10,83","1,0","6,0","363,282","0,01","363,282","1.378,07","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","212,01","0,00","0,00","0,00","0,00","0,00","7891150094505","573,000","15,44","8.848,52","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"97,51","122527","SH TRESEMME 350ML+ COND 175ML BRILHO LAMELAR : 501-MM SP","501","CJ 1","1","2.601,000","0,000","2.601,000","48.118,50","0,10","18,50","38.820,09","0,09","14,9251","14,9300","38.820,09","4,32","0,80","2.080,63","-0,19","23,95","19,32","38.820,09","0,09","14,9251","8.336,04","0,15","17,32","0,000","0,000","49,567","52,47","1,0","6,0","1.649,034","0,05","1.649,034","6.255,41","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","962,37","0,00","0,00","0,00","0,00","0,00","7891150094529","2.601,000","15,26","39.702,80","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"97,51","122529","SH TRESEMME 350ML+ COND 175ML HIDRATACAO PROFUNDA : 501-MM SP","501","CJ 1","1","11,000","0,000","11,000","203,50","0,00","18,50","164,18","0,00","14,9251","14,9300","164,18","4,32","0,80","8,80","0,00","23,95","19,32","164,18","0,00","14,9251","35,25","0,00","17,32","0,000","0,000","57,567","0,19","1,0","6,0","6,974","0,00","6,974","26,46","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,07","0,00","0,00","0,00","0,00","0,00","7891150094499","11,000","15,34","168,78","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"97,51","98681","SH TRESEMME 400ML BAIXO POO : 501-MM SP","501","FR 1","1","2,000","0,000","2,000","30,48","0,00","15,24","24,77","0,00","12,3846","12,3800","24,77","3,74","0,57","1,14","0,00","23,06","18,74","24,77","0,00","12,3846","5,10","0,00","16,74","0,000","0,000","58,400","0,03","444,0","444,0","0,914","0,00","0,914","3,96","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,61","0,00","0,00","0,00","0,00","0,00","7891150051898","2,000","11,03","22,06","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","398"
"97,57","115507","SH TRESEMME 400ML BLINDAGEM ANTIFRIZZ : 501-MM SP","501","FR 1","1","1.716,000","0,000","1.716,000","26.151,84","0,06","15,24","21.251,89","0,05","12,3846","12,3800","21.251,89","3,74","0,57","977,17","-0,09","23,06","18,74","21.251,89","0,05","12,3846","4.376,91","0,08","16,74","0,000","0,000","41,650","41,20","1,0","51,0","784,212","0,02","784,212","3.399,74","0,00","0,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,80","523,04","0,00","0,00","0,00","0,00","0,00","7891150079793","1.716,000","12,95","22.213,93","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"97,59","121284","SH TRESEMME 400ML BRILHO LAMELAR : 501-MM SP","501","FR 1","1","752,000","0,000","752,000","11.460,48","0,02","15,24","9.313,18","0,02","12,3846","12,3800","9.313,18","3,74","0,57","428,22","-0,04","23,06","18,74","9.313,18","0,02","12,3846","1.918,09","0,03","16,74","0,000","0,000","31,100","24,18","1,0","51,0","343,664","0,01","343,664","1.489,86","0,00","0,35","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,35","229,21","0,00","0,00","0,00","0,00","0,00","7891150091214","752,000","13,46","10.119,18","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"97,65","38485","SH TRESEMME 400ML CACHOS DEFINIDO : 501-MM SP","501","FR 1","1","2.007,000","0,000","2.007,000","30.586,68","0,06","15,24","24.855,80","0,06","12,3846","12,3800","24.855,80","3,74","0,57","1.142,88","-0,10","23,06","18,74","24.855,80","0,06","12,3846","5.119,15","0,09","16,74","0,000","0,000","50,400","39,82","1,0","3,0","917,199","0,03","917,199","3.976,27","0,00","0,93","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,93","611,73","0,00","0,00","0,00","0,00","0,00","7891150018853","2.007,000","13,59","27.283,43","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"97,80","85779","SH TRESEMME 400ML DETOX CAPILAR : 501-MM SP","501","FR 1","1","4.725,000","0,000","4.725,000","72.009,00","0,15","15,24","58.517,01","0,14","12,3846","12,3800","58.517,01","3,74","0,57","2.690,64","-0,24","23,06","18,74","58.517,01","0,14","12,3846","12.051,81","0,21","16,74","0,000","0,000","50,550","93,47","1,0","106,0","2.159,325","0,07","2.159,325","9.361,17","0,00","2,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,20","1.440,18","0,00","0,00","0,00","0,00","0,00","7891150041714","4.725,000","12,33","58.267,32","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"97,93","39292","SH TRESEMME 400ML HIDRATACAO PROFUNDA : 501-MM SP","501","FR 1","1","4.045,000","0,000","4.045,000","61.645,80","0,13","15,24","50.095,51","0,12","12,3846","12,3800","50.095,51","3,74","0,57","2.303,42","-0,21","23,06","18,74","50.095,51","0,12","12,3846","10.317,37","0,18","16,74","0,000","0,000","110,200","36,71","1,0","21,0","1.848,565","0,06","1.848,565","8.013,95","0,00","1,88","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,88","1.232,92","0,00","0,00","0,00","0,00","0,00","7891150018846","4.045,000","13,58","54.949,37","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"97,93","39293","SH TRESEMME 400ML LISO KERATINA : 501-MM SP","501","FR 1","1","1,000","0,000","1,000","15,24","0,00","15,24","12,38","0,00","12,3846","12,3800","12,38","3,74","0,57","0,57","0,00","23,06","18,74","12,38","0,00","12,3846","2,55","0,00","16,74","0,000","0,000","118,350","0,01","98,0","400,0","0,457","0,00","0,457","1,98","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,30","0,00","0,00","0,00","0,00","0,00","7891150018860","1,000","11,39","11,39","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","351"
"97,93","116890","SH TRESEMME 400ML MATIZADOR : 501-MM SP","501","FR 1","1","2,000","0,000","2,000","30,48","0,00","15,24","24,77","0,00","12,3846","12,3800","24,77","3,74","0,57","1,14","0,00","23,06","18,74","24,77","0,00","12,3846","5,10","0,00","16,74","0,000","0,000","69,350","0,03","126,0","367,0","0,914","0,00","0,914","3,96","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,61","0,00","0,00","0,00","0,00","0,00","7891150076358","2,000","11,15","22,29","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","318"
"98,00","39294","SH TRESEMME 400ML RECONSTRUCAO FORCA : 501-MM SP","501","FR 1","1","2.187,000","0,000","2.187,000","33.329,88","0,07","15,24","27.085,02","0,07","12,3846","12,3800","27.085,02","3,74","0,57","1.245,38","-0,11","23,06","18,74","27.085,02","0,07","12,3846","5.578,27","0,10","16,74","0,000","0,000","86,450","25,30","1,0","21,0","999,459","0,03","999,459","4.332,88","0,00","1,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,02","666,60","0,00","0,00","0,00","0,00","0,00","7891150018877","2.187,000","13,64","29.821,83","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"98,07","54049","SH TRESEMME 400ML TRESPLEXREGENERACAO : 501-MM SP","501","FR 1","1","2.299,000","0,000","2.299,000","35.036,76","0,07","15,24","28.472,09","0,07","12,3846","12,3800","28.472,09","3,74","0,57","1.309,16","-0,12","23,06","18,74","28.472,09","0,07","12,3846","5.863,94","0,10","16,74","0,000","0,000","49,400","46,54","1,0","20,0","1.050,643","0,03","1.050,643","4.554,78","0,00","1,07","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,07","700,74","0,00","0,00","0,00","0,00","0,00","7891150029606","2.299,000","13,40","30.814,98","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"98,10","59547","SOPA ARISCO 61G CREME CEBOLA : 501-MM SP","501","EV 1","1","1.980,000","0,000","1.980,000","14.434,20","0,03","7,29","11.156,72","0,03","5,6347","4,5100","8.924,54","1,71","0,12","246,29","-0,02","29,38","22,71","11.156,72","0,03","5,6347","2.988,79","0,05","20,71","0,000","0,000","54,000","36,67","22,0","29,0","130,680","0,00","130,680","2.742,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","288,68","0,00","2.598,16","238,16","1.097,00","0,00","7891150030343","1.980,000","4,44","8.800,91","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"98,22","59615","SOPA KNORR 60G CREME CEBOLA : 501-MM SP","501","EV 1","1","7.056,000","0,000","7.056,000","59.340,96","0,12","8,41","47.363,80","0,12","6,7126","5,3800","37.932,79","-0,82","-0,07","-484,44","0,04","25,29","20,18","47.363,80","0,12","6,7126","10.790,34","0,19","18,18","0,000","0,000","282,600","24,97","1,0","1,0","465,696","0,01","465,696","11.274,78","0,00","0,06","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,06","1.186,82","0,00","10.681,37","979,13","4.509,91","0,00","7891150030596","7.056,000","5,26","37.088,38","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"98,22","59588","SOPAO KNORR 179G + MACARRAO CANJAO + ARROZ : 501-MM SP","501","EV 1","1","2,000","0,000","2,000","18,00","0,00","9,00","15,14","0,00","7,5677","6,0500","12,09","-5,09","-0,46","-0,92","0,00","18,93","15,91","15,14","0,00","7,5677","2,50","0,00","13,91","0,000","0,000","16,733","0,12","77,0","287,0","0,396","0,00","0,396","3,42","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,36","0,00","3,24","0,30","1,37","0,00","7891150027299","2,000","6,05","12,09","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","104"
"98,27","17808","SUCO DE UVA AURORA 1,5L INTEGRAL BRANCO : 501-MM SP","501","GA 1","1","1.098,000","0,000","1.098,000","22.135,68","0,05","20,16","18.943,40","0,05","17,2526","16,1500","17.729,44","-0,58","-0,12","-128,07","0,01","16,85","14,42","18.943,40","0,05","17,2526","2.749,57","0,05","12,42","0,000","0,000","31,700","34,64","27,0","66,0","2.580,300","0,08","2.580,300","2.877,64","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","442,71","0,00","0,00","365,24","1.682,31","0,00","7891141025570","1.098,000","15,31","16.807,64","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","28"
"98,28","17877","SUCO DE UVA AURORA 1,5L INTEGRAL TINTO : 501-MM SP","501","GA 1","1","185,000","0,000","185,000","3.729,60","0,01","20,16","3.191,74","0,01","17,2526","16,1500","2.987,20","-0,58","-0,12","-21,58","0,00","16,85","14,42","3.191,74","0,01","17,2526","463,27","0,01","12,42","0,000","0,000","243,900","0,76","1,0","35,0","434,750","0,01","434,750","484,85","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","74,59","0,00","0,00","61,54","283,45","0,00","7891141019838","185,000","14,38","2.660,15","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"98,32","117792","SUCO DE UVA AURORA 1,5L INTEGRAL TP BRANCO : 501-MM SP","501","UN 1","1","1.120,000","0,000","1.120,000","18.883,20","0,04","16,86","16.871,20","0,04","15,0636","14,0600","15.749,31","-4,35","-0,73","-820,48","0,07","11,93","10,65","16.871,20","0,04","15,0636","1.634,34","0,03","8,65","0,000","0,000","82,100","13,64","66,0","66,0","1.879,360","0,06","1.879,360","2.454,82","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","377,66","0,00","0,00","311,57","1.435,12","0,00","7891141036194","1.120,000","12,04","13.486,01","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","45"
"98,70","117791","SUCO DE UVA AURORA 1,5L INTEGRAL TP TINTO : 501-MM SP","501","UN 1","1","10.712,000","0,000","10.712,000","180.604,32","0,38","16,86","161.360,95","0,39","15,0636","14,0600","150.630,86","-4,35","-0,73","-7.847,28","0,71","11,93","10,65","161.360,95","0,39","15,0636","15.631,28","0,28","8,65","0,000","0,000","800,200","13,39","6,0","36,0","17.974,736","0,55","17.974,736","23.478,56","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3.612,09","0,00","0,00","2.979,97","13.725,93","0,00","7891141036170","10.712,000","12,12","129.846,15","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
